id,slug,link,primary_image_url,primary_image_caption
17353,2025/10/14/a-tory-ble-night-out,https://cheesegratermagazine.org/2025/10/14/a-tory-ble-night-out/,,
17342,2025/10/13/union-breached-sustainability-policy-at-welcome-fair,https://cheesegratermagazine.org/2025/10/13/union-breached-sustainability-policy-at-welcome-fair/,https://cheesegratermagazine.org/wp-content/uploads/2025/10/sustainable.png,Graphic by Kotryna Taujanskaite
17326,2025/10/11/are-you-there-chums-it-s-me-jonty,https://cheesegratermagazine.org/2025/10/11/are-you-there-chums-its-me-jonty/,https://cheesegratermagazine.org/wp-content/uploads/2025/10/IMG_0102-1100x689.jpg,The worst part about being grounded in the pool-house is that the Help always forget about you. Graphic by Rebekah Wright.
17318,2025/10/10/the-london-scab-top-10-ucl-grads,https://cheesegratermagazine.org/2025/10/10/the-london-scab-top-10-ucl-grads/,https://cheesegratermagazine.org/wp-content/uploads/2025/10/1-1100x800.jpeg,Jojo Siwa x David Attenborough. Graphic by Xifei Zhang.
17300,2025/10/09/the-fridge-was-full-of-maggots-student-kitchen-nightmares-and-fsa-food-safety-advice,https://cheesegratermagazine.org/2025/10/09/the-fridge-was-full-of-maggots-student-kitchen-nightmares-and-fsa-advice-about-food-safety/,https://cheesegratermagazine.org/wp-content/uploads/2025/10/PHOTO-2025-10-04-17-20-13-1-1100x691.jpg,Graphic by Rebekah Wright on behalf of 'The Cheese Grater'. The FSA is running a campaign to inform and educate. We believe in tough love.
17272,2025/10/06/ucl-apologises-after-international-students-almost-deported,https://cheesegratermagazine.org/2025/10/06/ucl-apologises-after-international-students-almost-deported/,https://cheesegratermagazine.org/wp-content/uploads/2025/10/busy-airport-.jpg,Photograph via Creative Commons License CC0 1.0 Universal
17253,2025/10/06/ucl-forces-freshers-into-a-squid-games-for-places-in-student-halls,https://cheesegratermagazine.org/2025/10/06/ucl-forces-freshers-into-a-squid-games-for-places-in-student-halls/,https://cheesegratermagazine.org/wp-content/uploads/2025/10/IMG_0095-1100x817.jpeg,Graphic by Go Kitajima and Rebekah Wright
17235,2025/10/05/ucl-cleaners-strike-in-photographs,https://cheesegratermagazine.org/2025/10/05/ucl-cleaners-strike-in-photographs/,https://cheesegratermagazine.org/wp-content/uploads/2025/10/IMG_1800-1-1100x825.jpeg,"“Justice 4 Cleaners”: A sign held outside the Student Centre, from a protest held on Wednesday 1 October. Photograph by Viktoria Karaivanova."
17220,2025/10/05/i-m-a-ucl-student-get-me-out-of-here,https://cheesegratermagazine.org/2025/10/05/im-a-ucl-student-get-me-out-of-here/,https://cheesegratermagazine.org/wp-content/uploads/2025/10/whaaaat.png,
17194,2025/10/02/refurbished-print-room-caf-reopens-with-launch-event,https://cheesegratermagazine.org/2025/10/02/newly-refurbished-print-room-cafe-has-open-ceremony/,https://cheesegratermagazine.org/wp-content/uploads/2025/10/Screenshot-2025-10-02-at-15.31.40-1100x731.png,Students queue at the new counter. Photograph by Szofi Vardy.
17150,2025/09/29/over-1-300-incoming-ucl-students-left-without-accommodation-after-last-minute-application-rejections,https://cheesegratermagazine.org/2025/09/29/over-1300-incoming-ucl-students-left-without-accommodation-as-applications-refused-days-before-welcome-week/,https://cheesegratermagazine.org/wp-content/uploads/2025/09/accom-graphIC-1-870x570.png,Graphic by Kotryna Taujanskaite
17139,2025/09/28/review-diwana-bhel-poori-house,https://cheesegratermagazine.org/2025/09/28/review-diwana-bhel-poori-house/,https://cheesegratermagazine.org/wp-content/uploads/2025/09/Screenshot-2025-09-28-at-22.12.31-1-1100x785.png,Photograph by Theo Naylor Marlow
17128,2025/09/28/the-2025-expedition-east,https://cheesegratermagazine.org/2025/09/28/dishonest-academic-practices-copy/,,
17121,2025/09/28/virgin-media-please-stop-calling-me,https://cheesegratermagazine.org/2025/09/28/virgin-media-please-stop-calling-me/,https://cheesegratermagazine.org/wp-content/uploads/2025/09/virigin.png,"Red lights, stop signs... Graphic by Kotryna Taujanskaite"
17114,2025/09/28/review-of-ucl-s-nautical-mile,https://cheesegratermagazine.org/2025/09/28/review-of-ucls-nautical-mile/,https://cheesegratermagazine.org/wp-content/uploads/2025/09/panthony-at-spoons-1100x613.png,Arthur Lachlan at a Wetherspoons. Original photograph via Wikimedia Commons
17106,2025/09/28/a-guide-on-how-to-talk-to-your-northern-friend-s,https://cheesegratermagazine.org/2025/09/28/a-guide-on-how-to-talk-to-your-northern-friends/,https://cheesegratermagazine.org/wp-content/uploads/2025/09/Screenshot-2025-09-28-at-17.18.52-1100x1010.png,Graphic by Lucy Reade
17097,2025/09/27/self-destruction-is-cool-putting-the-dying-in-studying,https://cheesegratermagazine.org/2025/09/27/self-destruction-is-cool-putting-the-dying-in-studying/,https://cheesegratermagazine.org/wp-content/uploads/2025/09/No-comment.png,Jeremy Bentham has declined to comment. Graphic by Malvika Murkumbi
17092,2025/09/27/approval-granted-for-gazan-students-to-study-in-uk-universities,https://cheesegratermagazine.org/2025/09/27/ucl-offer-holders-trapped-in-gaza-due-to-bureaucratic-hurdles-copy/,https://cheesegratermagazine.org/wp-content/uploads/2025/08/528321439_17843861001544472_4101066061025101266_n.jpg,@thegaza40 on Instagram
17083,2025/09/26/it-s-time-to-be-served-some-humble-pie,https://cheesegratermagazine.org/2025/09/26/its-time-to-be-served-some-humble-pie/,,
17075,2025/09/26/pint-sized-review-1-a-guinness-at-the-huntley,https://cheesegratermagazine.org/2025/09/26/pint-sized-review-1-a-guinness-at-the-huntley/,https://cheesegratermagazine.org/wp-content/uploads/2025/09/huntley-guinness-1.png,"Half the price, half the beer!"
17065,2025/09/23/the-student-centre-is-amazing-and-other-lies-you-were-told-on-open-day,https://cheesegratermagazine.org/2025/09/23/the-student-centre-is-amazing-and-other-lies-you-were-told-on-open-day/,https://cheesegratermagazine.org/wp-content/uploads/2025/09/student-centre.jpg,Photograph via UCL Imagestore
17056,2025/09/23/chuck-brody-s-totally-legit-tips-for-improving-your-gym-sessions,https://cheesegratermagazine.org/2025/09/23/chuck-brodys-totally-legit-tips-for-improving-your-gym-sessions/,https://cheesegratermagazine.org/wp-content/uploads/2025/09/chuck-1100x775.png,Graphic by Kotryna Taujanskaite
17051,2025/09/23/soc-bitch-issue-93-autumn-2025,https://cheesegratermagazine.org/2025/09/23/soc-bitch-issue-92-june-2025-copy/,,
17042,2025/09/23/the-symphony-of-london-welcome-to-your-new-home,https://cheesegratermagazine.org/2025/09/23/the-symphony-of-london-welcome-to-your-new-home/,https://cheesegratermagazine.org/wp-content/uploads/2025/09/bing-bong-1100x641.png,Graphic by Kotryna Taujanskaite
17032,2025/09/22/an-addendum-to-the-study-abroad-team,https://cheesegratermagazine.org/2025/09/22/an-addendum-to-the-study-abroad-team/,https://cheesegratermagazine.org/wp-content/uploads/2025/09/They-dont-know-I-studied-abroad-2.png,Graphic by Malvika Murkumbi
17019,2025/09/22/30-of-ucl-s-cleaning-staff-to-be-laid-off-amid-cost-cutting-agenda,https://cheesegratermagazine.org/2025/09/22/30-of-ucls-cleaning-staff-to-be-laid-off-amid-cost-cutting-agenda/,https://cheesegratermagazine.org/wp-content/uploads/2025/09/cleaners-protest-2025-1100x826.jpg,"Photograph by Abel Harvie-Clark, Independent Workers of Great Britain"
17012,2025/09/22/the-cheese-grater-touch,https://cheesegratermagazine.org/2025/09/22/the-cheese-grater-touch/,https://cheesegratermagazine.org/wp-content/uploads/2025/09/cheez-touch-1-1100x775.png,Joever! You've all got The Cheese Grater touch... Graphic by Kotryna Taujanskaite.
17006,2025/09/22/bereaved-student-felt-harassed-by-student-finance-over-loan-repayments,https://cheesegratermagazine.org/2025/09/22/bereaved-student-felt-harassed-by-student-finance-over-loan-repayments/,https://cheesegratermagazine.org/wp-content/uploads/2025/09/bereaved-student-1100x769.jpeg,Graphic by Szofi Vardy
16980,2025/09/22/down-your-union-exclusive-interview-with-su-president-anam-choudhary,https://cheesegratermagazine.org/2025/09/22/down-your-union-exclusive-interview-with-su-president-anam-choudhary/,https://cheesegratermagazine.org/wp-content/uploads/2025/09/anam-1100x768.jpeg,Graphic by Szofi Vardy
16950,2025/09/04/ucl-worst-impacted-by-proposed-international-student-tax-data-reveals,https://cheesegratermagazine.org/2025/09/04/ucl-worst-impacted-by-proposed-international-student-tax-data-reveals/,https://cheesegratermagazine.org/wp-content/uploads/2025/09/good-morning-sunshine-1100x775.png,Graphic by Kotryna Taujanskaite
16912,2025/08/27/fear-but-not-much-loathing-at-ucl-polo-club,https://cheesegratermagazine.org/2025/08/27/fear-but-not-much-loathing-at-ucl-polo-club/,https://cheesegratermagazine.org/wp-content/uploads/2025/08/guards-1100x825.jpeg,Guards Polo Club. Photograph by Robin Elfsberg.
16889,2025/08/20/interview-with-xueren-lyu-the-presidential-candidate-who-wanted-to-control-campus-protests,https://cheesegratermagazine.org/2025/08/20/interview-with-xueren-lyu-the-presidential-candidate-who-wanted-to-control-campus-protests/,https://cheesegratermagazine.org/wp-content/uploads/2025/08/IMG_4165-2-1100x733.png,Lyu's controversial proposals to control student protests may be against UK law. Graphic by Kotryna Taujanskaite.
16877,2025/08/20/a-call-for-images-and-photo-essays,https://cheesegratermagazine.org/2025/08/20/a-call-for-images-and-photo-essays/,https://cheesegratermagazine.org/wp-content/uploads/2025/08/unnamed-1100x1467.png,A picture of the quad “renovations”. Photograph by Kenny Xie.
16850,2025/08/09/ucl-offer-holders-trapped-in-gaza-due-to-bureaucratic-hurdles,https://cheesegratermagazine.org/2025/08/09/ucl-offer-holders-trapped-in-gaza-due-to-bureaucratic-hurdles/,https://cheesegratermagazine.org/wp-content/uploads/2025/08/528321439_17843861001544472_4101066061025101266_n.jpg,@thegaza40 on Instagram
16817,2025/08/07/gordon-street-works-now-in-public-consultation,https://cheesegratermagazine.org/2025/08/07/gordon-street-works-now-in-public-consultation/,https://cheesegratermagazine.org/wp-content/uploads/2025/08/Screenshot-2025-08-07-at-17.20.16-1100x719.png,More construction is due to take place around campus. Photograph by Adam Cleary.
16803,2025/08/01/welcome-fair-to-be-held-in-ucl-east,https://cheesegratermagazine.org/2025/08/01/welcome-fair-to-be-held-in-ucl-east/,https://cheesegratermagazine.org/wp-content/uploads/2025/08/UCL-Welcome-2024_07.jpg,The fair has to be moved because the main UCL Portico is under construction. Photograph by Mary Hinkley via UCL Imagestore
16626,2025/07/20/workers-disrupt-ucl-open-day-in-demands-for-end-to-outsourcing,https://cheesegratermagazine.org/2025/07/20/workers-disrupt-ucl-open-day-in-demands-for-end-to-outsourcing/,https://cheesegratermagazine.org/wp-content/uploads/2025/07/Untitled_Artwork-1100x768.jpg,Photograph by Go Kitajima. Graphic by Rebekah Wright.
16609,2025/07/16/inconsistent-uclfc-wins-varsity-after-emotional-rollercoaster,https://cheesegratermagazine.org/2025/07/16/inconsistent-uclfc-wins-varsity-after-emotional-rollercoaster/,https://cheesegratermagazine.org/wp-content/uploads/2025/07/Screenshot-2025-07-16-at-17.54.44-1100x735.png,Relieved UCFC players lift the Varsity trophy with their UCLWFC peers.  Photograph by @noorandhercamera
16587,2025/07/07/union-president-quits-job-on-the-first-day,https://cheesegratermagazine.org/2025/07/07/union-president-quits-job-on-the-first-day/,https://cheesegratermagazine.org/wp-content/uploads/2025/07/Screenshot-2025-07-07-at-13.43.40.png,Graphic by Jasmine Yiu
16537,2025/06/28/five-questions-with-the-outgoing-union-sabb-rachel-lim,https://cheesegratermagazine.org/2025/06/28/five-questions-with-the-outgoing-union-sabb-rachel-lim/,,
16169,2025/06/22/affordability-crisis-plagues-london-s-student-halls-data-shows,https://cheesegratermagazine.org/2025/06/22/affordability-crisis-plagues-londons-student-halls-data-shows/,https://cheesegratermagazine.org/wp-content/uploads/2025/06/IMG_0058-870x570.jpg,Average rent in London's student halls exceeded the maximum student loan for the first time. Graphic by Rebekah Wright.
16136,2025/06/20/ex-ucl-student-sentenced-to-life-in-prison-for-rape-offences,https://cheesegratermagazine.org/2025/06/20/ex-ucl-student-sentenced-to-life-in-prison-for-rape-offences/,https://cheesegratermagazine.org/wp-content/uploads/2025/06/IMG_0054-1-1100x910.jpg,Graphic by Rebekah Wright
16088,2025/06/18/gold-stars-all-round-biggest-moments-from-the-union-awards,https://cheesegratermagazine.org/2025/06/18/gold-stars-all-round-biggest-moments-from-the-union-awards/,https://cheesegratermagazine.org/wp-content/uploads/2025/06/AJ5A8253-1-1100x734.jpg,Annie Loh of Cheerleading Club awarded Coach of the Year by Activities Sabb Ana Boikova. Photograph by Students' Union UCL
16058,2025/06/13/soc-bitch-issue-92-june-2025,https://cheesegratermagazine.org/2025/06/13/soc-bitch-all-quiet-on-the-bloomsbury-front/,,
16027,2025/06/13/bucking-the-trend-how-ucl-is-outperforming-its-competition,https://cheesegratermagazine.org/2025/06/13/bucking-the-trend-how-ucl-is-outperforming-its-competition/,https://cheesegratermagazine.org/wp-content/uploads/2025/06/PSWS2018_074-1100x734.jpg,UCL’s income increased by 106% last year to £600m Mary Hinkley/UCL Media Services
16037,2025/06/13/we-tried-our-best,https://cheesegratermagazine.org/2025/06/13/we-tried-our-best/,https://cheesegratermagazine.org/wp-content/uploads/2025/06/CG-Team-Arts-1100x620.jpg,The Cheese Grater team at the Arts Awards. Photograph by Students' Union UCL via UCL Imagestore
16015,2025/06/13/almost-forgot-this-is-what-university-is-all-about,https://cheesegratermagazine.org/2025/06/13/almost-forgot-this-is-what-university-is-all-about/,https://cheesegratermagazine.org/wp-content/uploads/2025/06/S_UK-UCL-13-1100x734.jpg,Photograph by Mat Wright/UCL Imagestore
16006,2025/06/13/another-year-for-the-books-easy-as-pie,https://cheesegratermagazine.org/2025/06/13/another-year-for-the-books-easy-as-pie/,,
16000,2025/06/13/how-to-survive-the-exam-season-at-ucl,https://cheesegratermagazine.org/2025/06/13/how-to-survive-the-exam-season-at-ucl/,https://cheesegratermagazine.org/wp-content/uploads/2025/06/szofi-sketch-e1749790017783-1100x827.png,Graphic by Szofi Vardy
15991,2025/06/13/100-men-a-gorilla-and-the-desperation-of-man,https://cheesegratermagazine.org/2025/06/13/100-men-a-gorilla-and-the-desperation-of-man/,https://cheesegratermagazine.org/wp-content/uploads/2025/06/gorilla_edit-1100x750.png,Graphic by Jasmine Yiu
15969,2025/06/13/ucl-halls-make-record-profits-as-mould-cases-soar,https://cheesegratermagazine.org/2025/06/13/ucl-halls-make-record-profits-as-mould-cases-soar/,https://cheesegratermagazine.org/wp-content/uploads/2025/06/evil-mould-fix-1100x825.png,UCL is losing the war on mould... Graphic by Kotryna Taujanskaite
15957,2025/06/13/will-labour-s-immigration-plans-make-things-worse-for-international-students,https://cheesegratermagazine.org/2025/06/13/will-labours-immigration-plans-make-things-worse-for-international-students/,https://cheesegratermagazine.org/wp-content/uploads/2025/06/05012023_AP_StarmerUCL_041-1100x734.jpg,Labour plans to levy universities for income made from overseas tuition. Photograph by Andrew Parsons/Parsons Media via UCL Imagestore
15932,2025/06/13/videos-show-black-water-gushing-from-ucl-hall-sink,https://cheesegratermagazine.org/2025/06/13/pictures-show-black-water-gushing-from-ucl-hall-sink/,https://cheesegratermagazine.org/wp-content/uploads/2025/06/WhatsApp-Image-2025-06-02-at-4.52.40-PM-1-scaled-e1749787973161-1100x826.jpeg,Aftermath... Damp causes mould to grow everywhere. Picture source supplied/The Cheese Grater
15925,2025/06/13/ucl-accused-of-dismantling-student-democracy-in-halls,https://cheesegratermagazine.org/2025/06/13/ucl-accused-of-dismantling-student-democracy-in-halls/,https://cheesegratermagazine.org/wp-content/uploads/2025/06/MONDAY_page-0001-1100x776.jpg,Day in the life of a hall officer... Graphic by Kotryna Taujanskaite
15894,2025/06/13/ucl-activists-lead-national-student-climate-council,https://cheesegratermagazine.org/2025/06/13/ucl-activists-lead-national-student-climate-council/,https://cheesegratermagazine.org/wp-content/uploads/2025/06/susco-1100x688.jpeg,Inaugural meeting of SSusCo... Picture courtesy of Alan Salazar
15882,2025/06/13/the-trio-behind-a-resurgence-in-ucl-student-radio,https://cheesegratermagazine.org/2025/06/13/the-trio-behind-a-resurgence-in-ucl-student-radio/,https://cheesegratermagazine.org/wp-content/uploads/2025/06/Untitled-1-1100x733.png,"Hosts Nic Schneider, Leo McGurk, and Josh Flowers/The Man Group"
15874,2025/06/13/down-your-union-rachel-s-parting-gift-the-search-for-shaban-and-more,https://cheesegratermagazine.org/2025/06/13/down-your-union-rachels-parting-gift-the-search-for-shaban-and-more/,,
15865,2025/06/12/hmp-belmarsh-to-become-ucl-hall,https://cheesegratermagazine.org/2025/06/12/hmp-belmarsh-to-become-ucl-hall/,https://cheesegratermagazine.org/wp-content/uploads/2025/06/hmp-belmarsh-1100x720.jpg,Newest Band 2 UCL hall starting at only £380 per week! Photograph via Wikimedia Commons.
15857,2025/06/12/if-mully-s-goes-i-go-with-it,https://cheesegratermagazine.org/2025/06/12/if-mullys-goes-i-go-with-it/,,
15480,2025/05/30/arts-awards-2025-jazz-soc-wins-arts-society-of-the-year,https://cheesegratermagazine.org/2025/05/30/live-arts-awards-2025/,https://cheesegratermagazine.org/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-30-at-8.15.20-PM-1100x825.jpeg,"Arts Officer Ashley New, named Outstanding Contributor to the Arts, rocks the stage with the Rhapsody crew. Photograph by Szofi Vardy/The Cheese Grater"
15472,2025/05/30/society-awards-2025-malaysian-soc-wins-society-of-the-year,https://cheesegratermagazine.org/2025/05/30/live-society-awards-2025/,https://cheesegratermagazine.org/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-30-at-4.27.21-PM-1100x825.jpeg,Society Awards are underway! Photograph by James Balloqui
15199,2025/05/29/sports-awards-2025-badminton-wins-club-of-the-year,https://cheesegratermagazine.org/2025/05/29/live-sports-awards-2025/,https://cheesegratermagazine.org/wp-content/uploads/2025/05/Screenshot-2025-05-29-212735-1100x610.png,"TeamUCL was received the Gold Award after raising £29,000 for the men's mental health charity Movember. Photograph by Nick Miao/The Cheese Grater"
15204,2025/05/29/community-awards-2025-where-have-all-the-hall-reps-gone,https://cheesegratermagazine.org/2025/05/29/live-community-awards-2025/,https://cheesegratermagazine.org/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-29-at-5.16.28-PM-1100x825.jpeg,"Dance Society rocks the stage with ""God's Chariots"". Photograph by Szofi Vardy/The Cheese Grater"
15004,2025/05/14/why-voting-alone-is-not-the-solution-to-the-union-s-apathy-crisis,https://cheesegratermagazine.org/2025/05/14/why-voting-alone-is-not-the-solution-to-the-unions-apathy-crisis/,https://cheesegratermagazine.org/wp-content/uploads/2025/03/UCLUent08_02.jpg,Photograph by Mary Hinkley/UCL Media Services
14777,2025/05/14/just-7-of-students-chose-who-runs-the-union-despite-record-turnout,https://cheesegratermagazine.org/2025/05/14/just-7-of-students-chose-who-runs-the-union-despite-record-turnout/,https://cheesegratermagazine.org/wp-content/uploads/2025/03/20250319164146-1100x825.jpg,"Our elections are getting bigger, but are they getting better? Photograph by Nick Miao/The Cheese Grater."
14900,2025/05/12/a-somewhat-selfish-call-for-a-south-asian-society-at-ucl,https://cheesegratermagazine.org/2025/05/12/a-somewhat-selfish-call-for-a-south-asian-society-at-ucl/,https://cheesegratermagazine.org/wp-content/uploads/2025/05/india-pakistan-map-1100x825.jpg,"An old map of South Asia, 1967. Photograph by Gabriel via Flickr."
14362,2025/05/08/pixelated-dreams-and-fractured-identities-the-postmodern-genius-of-a-minecraft-movie,https://cheesegratermagazine.org/2025/05/08/pixelated-dreams-and-fractured-identities-the-postmodern-genius-of-a-minecraft-movie/,https://cheesegratermagazine.org/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-06-at-2.23.37-AM.jpeg,Chicken Jockey! Graphic by Holly Turner
14352,2025/05/08/underdog-ucl-club-denied-of-varsity-victory-despite-10-5-triumph,https://cheesegratermagazine.org/2025/05/08/underdog-ucl-club-denied-of-varsity-victory-despite-10-5-triumph/,https://cheesegratermagazine.org/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-08-at-4.36.45-PM-1100x734.jpeg,No happy ending for this underdog story. Photograph by UCL Futsal Club.
14338,2025/05/06/every-claim-for-halls-maintenance-compensation-rejected-by-ucl,https://cheesegratermagazine.org/2025/05/06/every-claim-for-halls-maintenance-compensation-rejected-by-ucl/,https://cheesegratermagazine.org/wp-content/uploads/2025/05/iforwindow-1100x825.png,"Mouldy windows in Ifor Evans, one of the Camden Road halls. Photograph source supplied."
14318,2025/05/04/why-there-is-no-reform-society-at-ucl-for-now,https://cheesegratermagazine.org/2025/05/04/why-there-is-no-reform-society-at-ucl-for-now/,https://cheesegratermagazine.org/wp-content/uploads/2025/05/Reform-Analysis-FINAL-1100x733.png,What would Jezza say? Nigel Farage's brand of rightwing populism may soon infiltrate the Godless College on Gower Street. Graphic by Nick Miao
14291,2025/04/29/ucl-ukrainian-society-suspended-after-buying-a-drone-to-fight-putin,https://cheesegratermagazine.org/2025/04/29/ucl-ukrainian-society-suspended-after-buying-a-drone-to-fight-putin/,https://cheesegratermagazine.org/wp-content/uploads/2025/04/Ukraine-Cover-FINAL-1100x733.jpg,The Union has suspended the Ukrainian Society after it emerged the committee had bought a drone for Ukraine using ticket sales from an unrelated Society event. Graphic by Nick Miao
14272,2025/04/24/there-s-more-to-ucl-than-selling-out-to-private-equity,https://cheesegratermagazine.org/2025/04/24/theres-more-to-ucl-than-selling-out-to-private-equity/,https://cheesegratermagazine.org/wp-content/uploads/2025/04/20241028_UCL_Careers_069_1f2b0.jpg,The conveyor belt to the corporations starts here  (Credit: Alejandro Walter Salinas Lopez via UCL Imagestore)
14244,2025/04/18/fellow-travellers-review-a-political-tale-of-forbidden-love-and-betrayal,https://cheesegratermagazine.org/2025/04/18/fellow-travellers-review-a-politically-important-opera-about-forbidden-love-and-betrayal/,https://cheesegratermagazine.org/wp-content/uploads/2025/04/WhatsApp-Image-2025-04-18-at-10.01.18-AM-1100x825.jpeg,Photograph by Roshni Ray/The Cheese Grater
14215,2025/04/17/disruptive-thinking-means-daring-to-be-political,https://cheesegratermagazine.org/2025/04/17/disruptive-thinking-means-daring-to-be-political/,https://cheesegratermagazine.org/wp-content/uploads/2025/04/WhatsApp-Image-2025-04-12-at-9.08.31-AM-1100x758.jpeg,A rally in central London protesting the Turkish Government. Photograph by Ismihan Uğurlu
14201,2025/04/17/scala-tickets-bought-up-by-major-investment-banks,https://cheesegratermagazine.org/2025/04/17/scala-tickets-bought-up-by-major-investment-banks/,https://cheesegratermagazine.org/wp-content/uploads/2025/04/14498362024_b8dd930c72_o-1100x733.jpg,"Forget Index Funds, Scala tickets are the new big thing. Photograph by Scott Beale via Flickr"
14193,2025/04/17/the-cheese-grater-s-guide-to-recession-indicators,https://cheesegratermagazine.org/2025/04/17/the-cheese-graters-guide-to-recession-indicators/,https://cheesegratermagazine.org/wp-content/uploads/2025/04/recession-1100x778.png,Nothing says recession more than shitty TV and pop music
14105,2025/04/03/provost-funded-israel-palestine-discussion-group-independent-from-provost-convener-insists,https://cheesegratermagazine.org/2025/04/03/provost-funded-israel-palestine-discussion-group-independent-from-provost-convener-insists/,https://cheesegratermagazine.org/wp-content/uploads/2025/04/ipi-1100x719.jpg,"From the left: Dr Julie Norman, Israeli peace activist Magen Inon, and Palestinian peace activist Hamze Awawde. Photograph by Shun-Hsing Chou/Israel-Palestine Initiative"
14095,2025/04/03/defiant-un-human-rights-lawyer-speaks-at-ucl-despite-pressure-from-pro-israel-groups,https://cheesegratermagazine.org/2025/04/03/defiant-un-human-rights-lawyer-speaks-at-ucl-despite-pressure-from-pro-israel-groups/,https://cheesegratermagazine.org/wp-content/uploads/2025/04/20250318_201325-1100x825.jpg,Police separated pro-Israel demonstrators and pro-Palestine counterprotesters. Photograph by Nick Miao/The Cheese Grater
14082,2025/03/31/ucl-men-s-rugby-clinch-victory-in-the-dying-embers-to-retain-varsity-title,https://cheesegratermagazine.org/2025/03/31/ucl-mens-rugby-clinch-victory-in-the-dying-embers-to-retain-varsity-title/,https://cheesegratermagazine.org/wp-content/uploads/2025/03/ruggers-1100x825.jpg,UCL's attacking line faces up against strong KCL defence (Credit: Robert Delaney)
14073,2025/03/30/ucl-emperors-crowned-victors-over-kcl-regents,https://cheesegratermagazine.org/2025/03/30/ucl-emperors-crowned-victors-over-kcl-regents/,https://cheesegratermagazine.org/wp-content/uploads/2025/03/AF-VARSITY-USE-1100x1467.jpg,Gearing up for the fight… (Credit: James Balloqui)
14051,2025/03/29/solid-uclwfc-side-dominates-king-s-and-brings-varsity-title-home,https://cheesegratermagazine.org/2025/03/29/solid-uclwfc-side-dominates-kings-and-brings-varsity-title-home/,https://cheesegratermagazine.org/wp-content/uploads/2025/03/football-varsity-womens-1100x1467.jpg,UCLWFC players run to celebrate with their fans after their victory in Varsity. Credit: Andrea Bidnic
14001,2025/03/29/ucl-snatches-first-ever-esports-varsity,https://cheesegratermagazine.org/2025/03/29/ucl-snatches-first-ever-esports-varsity/,https://cheesegratermagazine.org/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-28-at-10.41.52-PM-3-1100x825.jpeg,UCL has kept its lead against King's throughout the day. Photograph by Go Kitajima/The Cheese Grater
13976,2025/03/27/ucl-falls-short-to-kcl-in-battle-for-varsity-tennis-triumph,https://cheesegratermagazine.org/2025/03/27/ucl-falls-short-to-kcl-in-battle-for-varsity-tennis-triumph/,https://cheesegratermagazine.org/wp-content/uploads/2025/03/cg-tennis-1100x1467.jpg,Second year Tom Skinner prepares a crushing serve for his opponent in men’s singles. (Credit: Sophia Marmion)
13961,2025/03/25/antigone-review-classic-greek-tragedy-leaves-audience-wanting-more,https://cheesegratermagazine.org/2025/03/25/antigone-review-classic-greek-tragedy-whilst-good-at-times-left-audience-members-wanting-more/,https://cheesegratermagazine.org/wp-content/uploads/2025/03/antigone.jpeg,Creon (Nathan Wong)  refuses to listen to Teiresias’s (Ashley New) prophetic advice. Credit: UCL Drama Society.
13904,2025/03/24/soc-bitch-issue-91-march-2025,https://cheesegratermagazine.org/2025/03/24/soc-bitch-issue-91-march-2025/,,
13857,2025/03/24/now-he-has-to-deliver-exclusive-interview-with-the-president-elect,https://cheesegratermagazine.org/2025/03/24/now-he-has-to-deliver-exclusive-interview-with-the-president-elect/,https://cheesegratermagazine.org/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-21-at-8.35.35-PM-1100x825.jpeg,President-elect Ben Scanlan on radio with a room of Cheese Grater hacks. Photograph by Euan Toh
13841,2025/03/24/union-elections-the-results,https://cheesegratermagazine.org/2025/03/24/union-elections-the-results/,https://cheesegratermagazine.org/wp-content/uploads/2025/03/IMG_0162-1100x825.jpg,"The new sabbatical leadership team for 2025/26. From the left: Union President Ben Scanlan, Activities Officer Ana Boikova, Education Officer Sarah Jilani, Welfare Officer Hana Mougharbel, Equity Officer Eda Yildirimkaya, and Postgraduate Officer Darcy Lan. Photograph by Nick Miao"
13897,2025/03/23/ucl-s-food-waste-problem-confronted-by-surprise-art-installation-in-student-center,https://cheesegratermagazine.org/2025/03/23/ucls-food-waste-problem-confronted-by-surprise-art-installation-in-student-center/,https://cheesegratermagazine.org/wp-content/uploads/2025/03/unnamed-2-1100x553.png,Left: info board by Zero Food Waste UCL; Right: organisers Savina Hui and Carson Chan. Photograph by Szofi Vardy
13816,2025/03/23/ucl-destroys-weak-kcl-side-8-0-in-varsity-hockey-walkover,https://cheesegratermagazine.org/2025/03/23/ucl-destroys-weak-kcl-side-8-0-in-varsity-hockey-walkover/,https://cheesegratermagazine.org/wp-content/uploads/2025/03/Screenshot-2025-03-23-at-13.47.27.png,A moment of silence before the game. (Credit: Robert Delaney)
